mir,disease,pmid
hsa-mir-543,"Carcinoma, Endometrial",24913567
hsa-mir-202,"Carcinoma, Hepatocellular",24913918
hsa-mir-124,"Tuberculosis, Pulmonary",24914134
hsa-mir-15b,Hepatitis C Virus Infection,24914372
hsa-mir-324,Glioma,24917789
hsa-mir-223,Acute Ischemic Stroke,24918778
hsa-mir-483,"Adenocarcinoma, Lung",24918778
hsa-mir-135a,Acute Pancreatitis,24918778
hsa-mir-22,Acute Pancreatitis,24918778
hsa-mir-10a,Congenital Heart Diseases,24918778
hsa-mir-10b,Congenital Heart Diseases,24918778
hsa-mir-146a,Juvenile Rheumatoid Arthritis,24920276
hsa-mir-138,Viral Infectious Disease,24920276
hsa-mir-608,Anxiety,24920276
hsa-mir-608,Hypertension,24920276
hsa-mir-942,Hepatitis C Virus Infection,24920276
hsa-mir-34a,"Cardiomyopathy, Hypertrophic",24920276
hsa-mir-3151,Leukemia,24921248
hsa-mir-330,Glioblastoma,24921248
hsa-mir-182,"Carcinoma, Pancreatic",24921248
hsa-mir-96,"Carcinoma, Pancreatic",24921248
hsa-mir-200a,"Carcinoma, Endometrial",24921248
hsa-mir-194,Gastric Neoplasms,24923427
hsa-mir-519a,"Carcinoma, Breast",24923530
hsa-mir-181b,"Leukemia, Myeloid, Acute",24927531
hsa-mir-219,Medulloblastoma,24928089
hsa-mir-1,Chordoma,24928913
hsa-mir-125b,Cutaneous Melanoma,24929208
hsa-mir-145,Thyroid Neoplasms,24931160
hsa-mir-26b,"Carcinoma, Colon",24933211
hsa-mir-130a,"Carcinoma, Cervical",24933211
hsa-mir-376b,Cerebral Ischemia,24933211
hsa-mir-509,Neoplasms [unspecific],24937684
hsa-mir-129,"Carcinoma, Renal Cell",24938108
hsa-mir-1246,"Squamous Cell Carcinoma, Cerevial",24938624
hsa-mir-101,Retinoblastoma,24938624
hsa-mir-101,Liver Fibrosis,24939082
hsa-mir-3607,Prostate Neoplasms,24939300
hsa-mir-29,Prostate Neoplasms,24942235
hsa-mir-126,Bladder Neoplasms,24942235
hsa-mir-19b,Osteosarcoma,24942287
hsa-mir-384,Neoplasms [unspecific],24943094
hsa-mir-320a,Granulosa Cell Tumor,24944010
hsa-mir-383,Granulosa Cell Tumor,24944010
hsa-mir-1231,Hepatitis B Virus Infection,24944010
hsa-mir-95,"Carcinoma, Lung, Non-Small-Cell",24944010
hsa-mir-218,Melanoma,24944010
hsa-mir-199a,Multiple Myeloma,24944010
hsa-mir-20b,Encephalomyelitis,24944010
hsa-mir-888,Breast Neoplasms,24944010
hsa-mir-517a,Lung Neoplasms,24944010
hsa-mir-125b,Gastric Neoplasms,24944010
hsa-mir-3928,Osteosarcoma,24944010
hsa-mir-30a,Sepsis,24944010
hsa-mir-497,Ovarian Neoplasms,24944010
hsa-mir-335,Pancreatic Neoplasms,24944010
hsa-mir-29c,"Carcinoma, Bladder",24944010
hsa-mir-133b,"Carcinoma, Colon",24944010
hsa-mir-124,Hepatic Ischemia-Reperfusion Injury,24944010
hsa-mir-125a,Coronary Atherosclerosis,24944010
hsa-mir-199a,Coronary Atherosclerosis,24944010
hsa-mir-199b,Coronary Atherosclerosis,24944010
hsa-mir-885,"Carcinoma, Colon",24944010
hsa-mir-155,Japanese Encephalitis Virus Infection,24944010
hsa-mir-29,Choroidal Neovascularization,24944010
hsa-mir-21,"Carcinoma, Ovarian, Serous",24944010
hsa-mir-34b,Parkinson Disease,24944010
hsa-mir-218,"Squamous Cell Carcinoma, Oral",24944010
hsa-mir-128,"Leukemia, Lymphoblastic, Acute, T-Cell",24944010
hsa-mir-30b,Neoplasms [unspecific],24944010
hsa-mir-135a,"Carcinoma, Gallbladder",24944010
hsa-mir-150,Fever,24944010
hsa-mir-122,Acute Ischemic Stroke,24946010
hsa-mir-148a,Acute Ischemic Stroke,24952510
hsa-mir-19a,Acute Ischemic Stroke,24953492
hsa-mir-320d,Acute Ischemic Stroke,24953694
hsa-mir-4429,Acute Ischemic Stroke,24953832
hsa-mir-487b,Acute Ischemic Stroke,24954504
hsa-mir-154,Coronary Artery Disease,24955421
hsa-mir-339,Coronary Artery Disease,24957404
hsa-mir-451,Coronary Artery Disease,24957404
hsa-mir-454,Coronary Artery Disease,24958470
hsa-mir-545,Coronary Artery Disease,24958738
hsa-mir-585,Coronary Artery Disease,24958738
hsa-mir-382,Neoplasms [unspecific],24958738
hsa-mir-224,"Adenocarcinoma, Lung",24958738
hsa-mir-548d,Osteopetrosis,24958738
hsa-mir-503,Gastric Neoplasms,24961346
hsa-mir-1236,Human Immunodeficiency Virus Infection,24966896
hsa-mir-186,Neoplasms [unspecific],24966949
hsa-mir-133b,Breast Neoplasms,24967704
hsa-mir-26a,"Carcinoma, Cervical",24967963
hsa-mir-675,Melanoma,24969314
hsa-mir-365,"Squamous Cell Carcinoma, Skin or Unspecific",24970811
hsa-mir-922,Alzheimer Disease,24971479
hsa-mir-92a,Idiopathic Pulmonary Fibrosis,24971479
hsa-mir-103,Stroke,24971902
hsa-mir-1,Osteosarcoma,24971999
hsa-mir-34,"Carcinoma, Gastric",24973316
hsa-mir-182,"Carcinoma, Thyroid, Papillary",24974128
hsa-mir-126,Giant Cell Tumor of Bone,24975878
hsa-mir-218,Choriocarcinoma,24976017
hsa-mir-27b,Leukemia,24978700
hsa-mir-126,Chondrosarcoma,24980553
hsa-mir-184,"Carcinoma, Lung, Non-Small-Cell",24981236
hsa-mir-146,Retinal Degeneration,24981248
hsa-mir-675,Prostate Neoplasms,24981249
hsa-mir-32,Osteosarcoma,24981709
hsa-mir-449a,"Carcinoma, Endometrial",24982356
hsa-mir-203,Pneumonia,24985346
hsa-mir-24-1,Bladder Neoplasms,24988056
hsa-mir-128,"Carcinoma, Lung, Non-Small-Cell",24989082
hsa-mir-218,Pancreatic Neoplasms,24989312
hsa-mir-646,"Carcinoma, Renal Cell",24994119
hsa-mir-421,Neuroblastoma,24996260
hsa-mir-26a,Viral Infectious Disease,25001178
hsa-mir-135a,"Adenocarcinoma, Pancreatic Ductal",25001613
hsa-mir-23b,"Carcinoma, Renal Cell, Clear-Cell",25004126
hsa-mir-27b,"Carcinoma, Renal Cell, Clear-Cell",25004393
hsa-let-7f-1,Medulloblastoma,25004396
hsa-mir-208a,"Squamous Cell Carcinoma, Esophageal",25004911
hsa-mir-135b,Osteosarcoma,25006123
hsa-mir-137,Gastrointestinal Stromal Tumor,25006399
hsa-mir-2909,"Leukemia, Lymphoblastic, Acute",25006436
hsa-mir-218,Glioblastoma,25007959
hsa-mir-450b,Breast Neoplasms,25007959
hsa-mir-502,"Leukemia, Myeloid, Acute, Pediatric",25011053
hsa-mir-16-1,Parkinson Disease,25013866
hsa-mir-10b,Lung Neoplasms,25015333
hsa-mir-373,"Carcinoma, Lung, Non-Small-Cell",25015394
hsa-mir-135a,Prostate Neoplasms,25015394
hsa-mir-342,"Carcinoma, Cervical",25015394
hsa-mir-30b,"Carcinoma, Cervical",25015418
hsa-mir-26,Neoplasms [unspecific],25016614
hsa-mir-506,"Carcinoma, Hepatocellular",25016979
hsa-mir-150,"Carcinoma, Ovarian",25017439
hsa-mir-92,Gastric Neoplasms,25017996
hsa-mir-513b,Gastric Neoplasms,25017996
hsa-mir-194,Osteosarcoma,25023326
hsa-mir-124,"Carcinoma, Nasopharyngeal",25026294
hsa-mir-183,"Adenocarcinoma, Pancreatic Ductal",25027009
hsa-mir-454,Kidney Neoplasms,25031339
hsa-mir-200,Hirschsprung Disease,25034398
hsa-mir-320a,Glioma,25036956
hsa-mir-940,"Carcinoma, Nasopharyngeal",25039534
hsa-mir-203a,"Carcinoma, Renal Cell",25043973
hsa-mir-27a,"Adenocarcinoma, Lung",25046358
hsa-mir-639,Tongue Neoplasms,25049231
hsa-mir-605,Cholangiocarcinoma,25049417
hsa-mir-605,Intrahepatic Cholangiocarcinoma,25051376
hsa-mir-16,Preeclampsia,25051376
hsa-mir-410,Gastric Neoplasms,25052958
hsa-mir-326,Neoplasms [unspecific],25052989
hsa-mir-136,Glioma,25053345
hsa-mir-1324,Preeclampsia,25054912
hsa-mir-224,"Lymphoma, B-Cell",25058589
hsa-mir-17,Human Immunodeficiency Virus Infection,25059472
hsa-mir-590,Atherosclerosis,25059983
hsa-mir-340,Lung Neoplasms,25059983
hsa-mir-101,"Carcinoma, Endometrial",25060662
hsa-mir-202,Osteosarcoma,25061297
hsa-mir-944,"Carcinoma, Cervical",25061297
hsa-mir-372,Glioma,25061297
hsa-mir-320a,"Carcinoma, Nasopharyngeal",25063027
hsa-mir-198,Colorectal Carcinoma,25063219
hsa-mir-645,"Adenocarcinoma, Gastric-Esophageal Junction",25064703
hsa-mir-708,Inflammation,25065597
hsa-mir-182,Sarcoma [unspecific],25066487
hsa-mir-539,Heart Failure,25068403
hsa-mir-99a,Lung Neoplasms,25071007
hsa-mir-204,Aplastic Anemia,25071007
hsa-mir-339,Colon Neoplasms,25071842
hsa-mir-155,Nephrolithiasis,25078559
hsa-mir-136,"Adenocarcinoma, Lung",25078559
hsa-mir-212,Ovarian Neoplasms,25078617
hsa-mir-451,"Carcinoma, Nasopharyngeal",25081668
hsa-mir-34c,Leukemia,25085941
hsa-mir-181a,Allergy,25085941
hsa-mir-218,Allergy,25085941
hsa-mir-338,"Squamous Cell Carcinoma, Oral",25086633
hsa-mir-183,"Squamous Cell Carcinoma, Esophageal",25086633
hsa-mir-27a,Enterovirus Infection,25086633
hsa-mir-23a,"Leukemia, Myeloid, Chronic",25091736
hsa-mir-194,Hepatitis C Virus Infection,25094038
hsa-mir-152,Glioblastoma,25095980
hsa-mir-135a,"Adenocarcinoma, Lung",25099196
hsa-mir-1285,"Carcinoma, Hepatocellular",25100151
hsa-mir-199a,Testicular Germ Cell Tumor,25102298
hsa-mir-214,Testicular Germ Cell Tumor,25103110
hsa-mir-125a,"Carcinoma, Gastric",25104873
hsa-mir-379,Mesothelioma,25107948
hsa-mir-411,Mesothelioma,25107948
hsa-mir-193b,"Leukemia, Lymphoblastic",25107948
hsa-mir-24,Influenza,25109390
hsa-mir-29b,Viral Infectious Disease,25109742
hsa-mir-222,Biliary Atresia,25110121
hsa-mir-142,Thyroid Neoplasms,25110754
hsa-mir-17,Cholangiocarcinoma,25111390
hsa-mir-18,Cholangiocarcinoma,25111814
hsa-mir-19a,Cholangiocarcinoma,25115393
hsa-mir-19b-1,Cholangiocarcinoma,25115396
hsa-mir-20a,Cholangiocarcinoma,25115396
hsa-mir-92-1,Cholangiocarcinoma,25115396
hsa-mir-610,Lung Neoplasms,25115443
hsa-mir-377,Ischemic Heart Disease,25116803
hsa-mir-125b-1,Preeclampsia,25116803
hsa-mir-422a,"Carcinoma, Hepatocellular",25117675
hsa-mir-630,Lung Neoplasms,25120782
hsa-mir-622,Glioma,25122182
hsa-mir-30a,Osteosarcoma,25126577
hsa-mir-135b,Glioblastoma,25129854
hsa-mir-125a,"Squamous Cell Carcinoma, Oral",25129854
hsa-mir-182,Colon Adenoma,25130806
hsa-mir-503,Colon Adenoma,25130806
hsa-mir-524,Melanoma,25131257
hsa-mir-98,Melanoma,25135278
hsa-mir-409,"Adenocarcinoma, Lung",25139099
hsa-mir-432,"Carcinoma, Cervical",25142229
hsa-mir-185,"Carcinoma, Nasopharyngeal",25142229
hsa-mir-132,Pituitary Neoplasms,25145535
hsa-mir-16,Pituitary Neoplasms,25145559
hsa-mir-93,"Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal",25145934
hsa-mir-568,Breast Neoplasms,25146723
hsa-mir-545,"Adenocarcinoma, Pancreatic Ductal",25146754
hsa-mir-134,Cerebral Ischemia,25146754
hsa-mir-185,Breast Neoplasms,25149066
hsa-mir-135b,Myeloma,25149532
hsa-mir-140,"Carcinoma, Esophageal",25149854
hsa-mir-183,Gastric Neoplasms,25150312
hsa-mir-614,Lung Neoplasms,25150396
hsa-mir-26b,Hepatitis B Virus Infection,25155039
hsa-mir-99a,Breast Neoplasms,25155155
hsa-mir-410,Retinal Degeneration,25157568
hsa-mir-133b,Glioma,25159851
hsa-mir-30a,"Scleroderma, Systemic",25168920
hsa-mir-27,"Carcinoma, Embryonal",25169894
hsa-mir-129-1,Lung Neoplasms,25174825
hsa-mir-338,"Carcinoma, Lung",25174983
hsa-mir-193b,"Scleroderma, Systemic",25175832
hsa-mir-210,"Carcinoma, Colon",25175929
hsa-mir-646,Osteosarcoma,25177824
hsa-mir-142,Breast Neoplasms,25178983
hsa-mir-940,Prostate Neoplasms,25190353
hsa-mir-492,Breast Neoplasms,25195148
hsa-mir-194,Disease of Metabolism,25195536
hsa-mir-155,Thrombocytopenia,25195599
hsa-mir-383,Neoplasms [unspecific],25196260
hsa-mir-218,Liver Neoplasms,25197016
hsa-mir-24,"Carcinoma, Lung, Small-Cell",25197016
hsa-mir-520g,"Carcinoma, Hepatocellular",25199818
hsa-mir-96,"Carcinoma, Esophageal",25201911
hsa-mir-495,Atherosclerosis,25202981
hsa-mir-122,"Carcinoma, Lung",25203708
hsa-mir-144,Cholangiocarcinoma,25203845
hsa-mir-136,Ovarian Neoplasms,25212824
hsa-mir-569,Hepatoblastoma,25213330
hsa-mir-466,Adenovirus Infection,25214573
hsa-mir-27b,Asthenozoospermia,25216407
hsa-mir-486,"Leukemia, Myeloid, Chronic",25217977
hsa-mir-183,"Carcinoma, Esophageal",25218673
hsa-mir-106b,Mitochondrial Metabolism Disease,25218824
hsa-mir-143,Allergic Rhinitis,25218846
hsa-mir-103a,Gastric Neoplasms,25220161
hsa-mir-144,"Fatty Liver, Non-Alcoholic",25223704
hsa-mir-518c,Oral Neoplasms,25226615
hsa-mir-200a,"Carcinoma, Thyroid, Anaplastic",25227664
hsa-mir-33b,Osteosarcoma,25227823
hsa-mir-185,Liver Diseases [unspecific],25227823
hsa-mir-124,Lung Neoplasms,25230125
hsa-mir-10a,Hypertrophic Scar,25231528
hsa-mir-181c,Hypertrophic Scar,25232498
hsa-mir-96,"Chromosome 22Q11.2 Deletion Syndrome, Distal",25232498
hsa-mir-576,Bladder Neoplasms,25233396
hsa-mir-340,"Carcinoma, Hepatocellular",25233396
hsa-mir-128,Borjeson-Forssman-Lehmann Syndrome,25234467
hsa-mir-378,Liver Neoplasms,25236707
hsa-mir-125b,Acute Megakaryoblastic Leukemia,25237911
hsa-mir-99a,Acute Megakaryoblastic Leukemia,25238878
hsa-mir-30a,Chondrosarcoma,25240056
hsa-mir-25,"Carcinoma, Cervical",25242314
hsa-mir-377,Osteosarcoma,25245053
hsa-mir-10a,Lung Neoplasms,25249581
hsa-mir-130a,Hepatitis B Virus Infection,25250332
hsa-mir-155,Liver Neoplasms,25252191
hsa-mir-142,Inflammation,25252191
hsa-mir-24,Inflammation,25252191
hsa-mir-30b,Inflammation,25252218
hsa-mir-511,"Carcinoma, Hepatocellular",25252958
hsa-mir-202,Pancreatic Neoplasms,25252958
hsa-mir-23a,Ovarian Neoplasms,25256312
hsa-mir-376a,"Carcinoma, Hepatocellular",25261463
hsa-mir-101,"Diabetes Mellitus, Gestational",25261463
hsa-mir-29b,Breast Neoplasms,25263437
hsa-mir-15a,"Carcinoma, Colon",25265013
hsa-mir-16,"Carcinoma, Colon",25266681
hsa-mir-214,"Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal",25266681
hsa-mir-148a,Inflammation,25266796
hsa-mir-92,"Lymphoma, B-Cell",25269820
hsa-mir-1178,Pancreatic Neoplasms,25269820
hsa-mir-203a,Prostate Neoplasms,25270520
hsa-mir-210,Laryngeal Neoplasms,25273528
hsa-mir-19b,Melanoma,25275643
hsa-mir-3676,"Leukemia, Lymphocytic, Chronic, B-Cell",25279769
hsa-mir-410,Pancreatic Neoplasms,25279769
hsa-mir-32,"Carcinoma, Hepatocellular",25279769
hsa-mir-1224,Glioma,25280563
hsa-mir-204,"Lymphoma, B-Cell",25283513
hsa-mir-136,Keratitis,25284075
hsa-mir-329,Gastric Neoplasms,25284788
hsa-mir-27a,Bladder Neoplasms,25286029
hsa-mir-185,Diabetes Mellitus,25286762
hsa-mir-34a,Somatotropinoma,25286763
hsa-mir-1182,Gastric Neoplasms,25286864
hsa-mir-29a,IgA Nephropathy,25289099
hsa-mir-138,"Leukemia, Lymphocytic, Chronic, B-Cell",25292173
hsa-mir-873,Glioblastoma,25294901
hsa-mir-940,Breast Neoplasms,25297343
hsa-mir-29a,"Colitis, Ulcerative",25299094
hsa-mir-584,Glioma,25299106
hsa-mir-138,Alzheimer Disease,25299106
hsa-mir-10a,Glioma,25299770
hsa-let-7,Mycobacterium tuberculosis Infection,25300227
hsa-mir-1271,"Carcinoma, Lung, Non-Small-Cell",25301066
hsa-mir-26b,Cholangiocarcinoma,25307786
hsa-mir-1207,"Carcinoma, Esophageal",25307786
hsa-mir-182,"Carcinoma, Colon",25308856
hsa-mir-183,"Carcinoma, Colon",25312821
hsa-mir-96,"Carcinoma, Colon",25313674
hsa-mir-138,"Carcinoma, Lung, Small-Cell",25315114
hsa-mir-155,Lynch Syndrome,25316501
hsa-mir-145,Hypertrophic Scar,25316507
hsa-mir-424,"Carcinoma, Endometrial",25322930
hsa-mir-126,Liver Neoplasms,25323306
hsa-mir-106b,"Carcinoma, Renal Cell, Clear-Cell",25326894
hsa-mir-1236,"Carcinoma, Hepatocellular",25327652
hsa-mir-188,Prostate Neoplasms,25327865
hsa-mir-129,"Carcinoma, Lung, Non-Small-Cell",25328987
hsa-mir-212,Glioblastoma,25329888
hsa-mir-15b,"Adenocarcinoma, Lung",25330011
hsa-mir-137,Multiple Myeloma,25330373
hsa-mir-197,Multiple Myeloma,25330373
hsa-mir-33b,Melanoma,25333253
hsa-mir-491,Breast Neoplasms,25333258
hsa-mir-301a,Osteosarcoma,25333258
hsa-mir-575,"Carcinoma, Lung, Non-Small-Cell",25333573
hsa-mir-193b,Inflammation,25337209
hsa-mir-320a,Atherosclerosis,25337211
hsa-mir-1247,Prostate Neoplasms,25340791
hsa-mir-664,"Leukemia, Lymphoblastic, Acute",25342742
hsa-mir-124,Ankylosing Spondylitis,25342766
hsa-mir-125b,Arteriosclerosis Obliterans,25344865
hsa-mir-4284,"Colitis, Ulcerative",25344913
hsa-mir-182,Colorectal Carcinoma,25345948
hsa-mir-377,"Carcinoma, Hepatocellular",25346128
hsa-mir-373,"Carcinoma, Cervical",25347474
hsa-mir-491,Tongue Neoplasms,25348795
hsa-mir-200a,"Carcinoma, Endometrioid Endometrial",25349113
hsa-mir-200b,"Carcinoma, Endometrioid Endometrial",25351997
hsa-mir-429,"Carcinoma, Endometrioid Endometrial",25358394
hsa-mir-1274a,Gastric Neoplasms,25361006
hsa-mir-5100,Lung Neoplasms,25362853
hsa-mir-494,"Squamous Cell Carcinoma, Tongue",25363395
hsa-mir-96,"Squamous Cell Carcinoma, Tongue",25364765
hsa-mir-155,Unstable Angina,25364765
hsa-mir-146b,"Carcinoma, Gallbladder",25366985
hsa-mir-218,"Carcinoma, Colon",25367851
hsa-mir-26b,Osteosarcoma,25368993
hsa-mir-101,"Squamous Cell Carcinoma, Oral",25369735
hsa-mir-206,Congenital Myasthenic Syndrome,25371073
hsa-mir-940,"Adenocarcinoma, Pancreatic Ductal",25372501
hsa-mir-181b,Systemic Lupus Erythematosus,25372501
hsa-mir-377,"Carcinoma, Renal Cell, Clear-Cell",25374033
hsa-mir-325,"Carcinoma, Lung, Non-Small-Cell",25375090
hsa-mir-183,Pancreatic Neoplasms,25376700
hsa-mir-411,"Carcinoma, Hepatocellular",25379703
hsa-mir-522,Glioblastoma,25385479
hsa-mir-423,Chronic Heart Failure,25387077
hsa-mir-224,Meningioma,25391425
hsa-mir-29b,"Carcinoma, Nasopharyngeal",25391651
hsa-mir-31,Liver Neoplasms,25392232
hsa-mir-30c,Colorectal Carcinoma,25395097
hsa-mir-194,"Adenocarcinoma, Gastric",25395581
hsa-mir-30a,"Adenocarcinoma, Gastric",25401471
hsa-mir-152,Diabetic Retinopathy,25403145
hsa-mir-28,Ischemic Diseases [unspecific],25403182
hsa-mir-106b,Pancreatic Neoplasms,25403569
hsa-mir-125a,Pancreatic Neoplasms,25403569
hsa-mir-153,Pancreatic Neoplasms,25403569
hsa-mir-181c,Pancreatic Neoplasms,25404787
hsa-mir-218,Cardiac Myxoma,25405368
hsa-mir-200b,"Diabetes Mellitus, Type 2",25405368
hsa-mir-191,"Carcinoma, Hepatocellular, HBV-Related",25405387
hsa-mir-221,"Carcinoma, Hepatocellular, HBV-Related",25405753
hsa-mir-26a,"Carcinoma, Hepatocellular, HBV-Related",25405753
hsa-mir-146b,Diabetes Mellitus,25406171
hsa-mir-133a,"Carcinoma, Gastric",25409297
hsa-mir-509,"Carcinoma, Renal Cell",25409297
hsa-mir-520a,"Carcinoma, Hepatocellular",25409297
hsa-let-7g,Follicular Atresia,25409297
hsa-mir-93,Intervertebral Disc Degeneration,25409297
hsa-mir-709,"Carcinoma, Hepatocellular",25410734
hsa-mir-490,Ovary Mixed Epithelial Carcinoma,25410734
hsa-mir-191,Endometriosis,25415674
hsa-mir-202,"Squamous Cell Carcinoma, Esophageal",25415674
hsa-mir-25,"Adenocarcinoma, Gastric",25415674
hsa-mir-142,Vascular Disease [unspecific],25415674
hsa-mir-489,"Carcinoma, Lung, Non-Small-Cell",25416653
hsa-mir-197,Ovarian Neoplasms,25422078
hsa-mir-125a,"Carcinoma, Lung, Small-Cell",25422078
hsa-mir-30,Glioma,25422078
hsa-mir-483,"Squamous Cell Carcinoma, Tongue",25424357
hsa-mir-34c,"Carcinoma, Endometrial",25425543
hsa-mir-506,Gastric Neoplasms,25426550
hsa-mir-4717,Anxiety Disorders,25426550
hsa-mir-210,Hemoglobin Diseases,25428263
hsa-mir-3127,"Carcinoma, Hepatocellular",25428263
hsa-mir-107,"Carcinoma, Breast, Triple Negative",25428263
hsa-mir-506,"Carcinoma, Nasopharyngeal",25429623
hsa-mir-192,Hirschsprung Disease,25430980
hsa-mir-215,Hirschsprung Disease,25431026
hsa-mir-124,"Carcinoma, Renal Cell",25431026
hsa-mir-492,"Carcinoma, Colon",25434799
hsa-mir-375,Neuroblastoma,25444909
hsa-mir-186,Ovarian Neoplasms,25445205
hsa-mir-133,"Adenocarcinoma, Lung",25445583
hsa-mir-217,Gastric Neoplasms,25447206
hsa-mir-212,Lung Neoplasms,25447674
hsa-mir-34b,Lung Neoplasms,25447674
hsa-mir-183,Graves Disease,25447674
hsa-mir-197,Graves Disease,25447917
hsa-mir-660,Graves Disease,25451482
hsa-mir-203,Oral Submucous Fibrosis,25458952
hsa-mir-181b,Retinoblastoma,25458952
hsa-mir-494,"Carcinoma, Colon",25462564
hsa-mir-10b,"Carcinoma, Laryngeal",25462564
hsa-mir-33a,Osteoarthritis,25463083
hsa-mir-223,Lung Neoplasms,25464262
hsa-mir-200b,Diabetes Mellitus,25465803
hsa-mir-132,Autism Spectrum Disorder,25465851
hsa-mir-145,Obesity,25469565
hsa-mir-193b,Obesity,25469565
hsa-mir-29b,Obesity,25470250
hsa-mir-223,"Carcinoma, Gastric",25474488
hsa-mir-211,"Carcinoma, Hepatocellular",25474488
hsa-mir-135a,"Carcinoma, Bladder",25475721
hsa-mir-203,Kidney Neoplasms,25475731
hsa-mir-93,"Carcinoma, Nasopharyngeal",25476854
hsa-mir-572,"Carcinoma, Ovarian",25477374
hsa-mir-4717,Hepatitis B Virus Infection,25477374
hsa-mir-342,Obesity,25482402
hsa-mir-218,Breast Neoplasms,25484137
hsa-mir-3144,Human Papilloma Virus Infection,25484256
hsa-mir-875,Human Papilloma Virus Infection,25484256
hsa-mir-185,Hepatitis C Virus Infection,25484882
hsa-mir-451,Multiple Myeloma,25486198
hsa-mir-33b,Breast Neoplasms,25486198
hsa-mir-124,"Carcinoma, Esophageal",25486198
hsa-mir-193a,Inflammatory Bowel Diseases,25486432
hsa-mir-1291,Neoplasms [unspecific],25486582
hsa-mir-330,"Carcinoma, Lung, Non-Small-Cell",25486582
hsa-mir-16,Spinal Cord Injuries,25486582
hsa-mir-132,Ischemic Diseases [unspecific],25486872
hsa-mir-212,Ischemic Diseases [unspecific],25486906
hsa-mir-2278,Leukemia,25486977
hsa-mir-125b,Liver Neoplasms,25490093
hsa-mir-153,Ovarian Neoplasms,25492219
hsa-mir-1,"Carcinoma, Endometrial",25496125
hsa-mir-133a,"Carcinoma, Endometrial",25497279
hsa-mir-139,Pancreatic Neoplasms,25497279
hsa-mir-18a,Pregnancy Complications [unspecific],25497279
hsa-mir-216a,"Squamous Cell Carcinoma, Oral",25497279
hsa-mir-29,Ependymoma,25497279
hsa-mir-25,Glioma,25497279
hsa-mir-939,"Carcinoma, Ovarian",25498886
hsa-mir-1225,Breast Neoplasms,25500095
hsa-mir-193,Breast Neoplasms,25500259
hsa-mir-575,Breast Neoplasms,25500542
hsa-mir-1973,Lung Neoplasms,25501015
hsa-mir-4286,Lung Neoplasms,25503465
hsa-mir-494,Pancreatic Neoplasms,25505270
hsa-mir-218,Bladder Neoplasms,25505270
hsa-mir-125b,Liver Diseases [unspecific],25510379
hsa-mir-448,"Carcinoma, Hepatocellular",25510894
hsa-mir-187,Prostate Neoplasms,25510894
hsa-mir-1247,Osteosarcoma,25511742
hsa-mir-126,Liver Cirrhosis,25512615
hsa-mir-24,Osteomyelitis,25513843
hsa-mir-370,"Carcinoma, Lung, Non-Small-Cell",25513843
hsa-mir-142,"Carcinoma, Cervical",25513843
hsa-mir-34,Wounds and Injuries [unspecific],25515201
hsa-mir-194,Inflammation,25515554
hsa-mir-125b,Myeloma,25516558
hsa-mir-197,Uterine Leiomyoma,25517434
hsa-mir-409,Colorectal Carcinoma,25517466
hsa-mir-100,Alzheimer Disease,25518741
hsa-mir-103,Alzheimer Disease,25519160
hsa-mir-219,Alzheimer Disease,25519225
hsa-mir-296,Alzheimer Disease,25519225
hsa-mir-3622b,Alzheimer Disease,25520858
hsa-mir-375,Alzheimer Disease,25521201
hsa-mir-4467,Alzheimer Disease,25521201
hsa-mir-505,Alzheimer Disease,25521201
hsa-mir-708,Alzheimer Disease,25521291
hsa-mir-766,Alzheimer Disease,25523096
hsa-mir-15a,"Aortic Aneurysm, Abdominal",25523096
hsa-mir-30a,"Aortic Aneurysm, Abdominal",25523096
hsa-mir-489,"Aortic Aneurysm, Abdominal",25523096
hsa-mir-148b,Liver Neoplasms,25523096
hsa-mir-377,Gastric Neoplasms,25527813
hsa-mir-204,Osteosarcoma,25528443
hsa-mir-103,Adenovirus Infection,25530680
hsa-mir-182,"Fatty Liver, Non-Alcoholic",25533034
hsa-mir-526a,Neoplasms [unspecific],25536091
hsa-mir-582,"Carcinoma, Hepatocellular",25537514
hsa-mir-300,Osteosarcoma,25537514
hsa-mir-106b,Vascular Disease [unspecific],25537514
hsa-mir-28,Vascular Disease [unspecific],25537895
hsa-mir-376a,Vascular Disease [unspecific],25539644
hsa-mir-886,Vascular Disease [unspecific],25539644
hsa-mir-133,Osteoporosis,25539763
hsa-mir-106a,Kidney Neoplasms,25540364
hsa-mir-301a,Pancreatic Neoplasms,25541152
hsa-mir-495,Breast Neoplasms,25541152
hsa-mir-483,Prostate Neoplasms,25542152
hsa-mir-101,Rheumatic Heart Diseases,25543122
hsa-mir-150,"Leukemia-Lymphoma, Adult T-Cell",25543261
hsa-mir-223,"Leukemia-Lymphoma, Adult T-Cell",25544258
hsa-mir-199a,"Squamous Cell Carcinoma, Skin or Unspecific",25547110
hsa-mir-491,"Carcinoma, Cervical",25547110
hsa-mir-126,"Adenocarcinoma, Lung",25547110
hsa-mir-30c-2,"Adenocarcinoma, Lung",25547110
hsa-mir-330,Pancreatic Neoplasms,25547110
hsa-mir-101,"Carcinoma, Breast, Triple Negative",25547110
hsa-mir-18b,"Leukemia, Promyelocytic, Acute",25548153
